6,-4,-21,-5,6,21,5,8
-4,-9,-27,-12,-3,-9,-7,15
6,0,2,-12,-4,5,3,-6
6,7,16,21,5,6,14,2
7,9,18,-1,1,-6,-23,0
8,2,7,-4,5,24,-1,22
7,1,15,4,7,17,10,10
2,0,5,4,0,7,27,11
-2,0,0,-2,-2,-3,0,-3
3,0,-3,-12,-8,-9,-5,13
5,0,-4,-5,-6,-3,0,-3
-5,-3,-9,-15,-7,-6,1,-12
0,1,9,-3,-2,-5,-6,7
1,2,0,25,20,8,13,0
-9,-3,-12,-23,-7,-9,3,-14
-5,-6,-14,0,-2,0,2,0
3,0,-8,-11,-4,-5,4,-9
0,0,2,16,6,-1,-4,2
6,2,3,5,3,8,2,10
-2,-6,-13,-24,-13,-2,5,-3
-5,-10,-2,4,-1,-3,-7,-8
-7,4,7,-1,-8,-1,-8,-8
2,-1,-9,-10,-6,-8,-2,-4
3,0,-13,-12,-6,-8,-8,-5
5,-1,0,-13,-8,0,2,-1
5,-4,2,8,10,0,-6,4
0,0,0,15,12,5,7,-4
-1,2,7,4,0,5,16,2
-4,-5,-6,-28,-21,-14,-19,-2
-7,-10,-16,-11,-12,-3,-4,-4
-4,-7,-6,-6,1,-7,-6,-7
0,1,0,6,6,7,7,-2
-1,5,7,-9,-6,4,10,-1
-5,-7,-17,-6,2,0,-5,-2
-5,-3,2,2,-6,-3,6,-6
9,-6,-9,-13,-6,14,26,8
-2,-9,-12,-6,-1,4,-3,-2
-1,-4,3,6,0,-1,10,2
-3,-2,-9,-13,-3,0,13,-1
-9,-11,-14,1,-6,-3,-18,-10
-1,3,0,-6,-15,-10,-8,0
-4,1,3,34,39,14,0,-4
2,-3,0,-3,-2,-4,4,5
6,-2,-3,-13,-16,-7,-6,-1
1,5,15,17,4,0,-2,-2
6,6,5,-11,0,5,12,-3
0,-16,0,-1,-12,-6,-11,0
-4,-6,-6,-27,-16,-7,6,0
6,0,5,20,1,-3,-2,3
5,5,9,-9,4,1,-18,-4
0,-2,2,0,2,9,9,-4
-14,-7,0,-9,0,-7,-9,-8
8,0,3,-4,-1,-5,-4,13
-9,2,10,38,-3,5,-3,-9
11,20,35,22,22,16,8,12
-11,0,-9,25,20,5,-15,-5
-14,-4,-4,-17,1,-17,-22,-15
6,9,3,-28,-39,1,14,13
-14,-20,-59,14,32,11,19,3
32,11,60,59,24,0,20,40
4,18,1,14,-5,-10,-19,-2
-9,-24,-22,-36,-14,-2,12,-6
-24,-38,-22,-43,-41,-23,-49,-29
-11,2,6,-5,-6,-5,-23,-8
-19,-43,-64,-46,-47,-38,3,3
9,-39,-4,5,22,-2,-20,-13
-13,-4,3,10,11,15,17,-16
15,25,3,16,18,6,-9,18
8,30,35,9,1,-5,-9,-25
-15,-24,-51,-46,-80,-36,-57,1
17,81,44,33,28,17,3,-10
-6,-13,-19,-11,20,18,21,-11
14,18,37,10,15,15,16,20
16,50,76,52,9,-5,1,-14
10,-1,-45,-31,-2,1,3,9
-11,6,31,6,-4,-7,0,-20
-27,-35,-42,-6,0,-2,-11,-63
20,22,64,36,4,-11,2,64
10,17,-5,-19,-10,0,2,25
13,-30,-60,-52,-1,7,18,36
28,17,-4,3,20,22,15,37
8,30,-30,-20,4,-4,-2,5
-32,-15,-24,-13,-12,-3,-17,-44
-17,-23,-4,2,-2,-4,-25,-34
-1,-3,12,13,3,7,3,9
2,-3,-22,-11,-2,-2,-2,-5
-2,0,6,0,-4,-4,1,-14
-5,-4,7,-9,-8,-2,2,-2
8,7,22,24,12,5,0,-3
-6,-7,3,0,0,-3,-2,-10
-18,-25,4,6,-2,-1,-1,-15
2,11,-7,-11,-9,-5,-8,-14
17,64,10,-15,-15,-12,-2,7
2,14,-14,-13,-7,-4,-5,1
7,-15,9,17,10,7,3,9
7,3,-14,-8,-3,-3,-5,-10
5,15,-1,-4,0,-1,0,0
1,-9,-3,-3,0,-1,0,1
-7,4,-3,-4,-3,-5,0,-6
-4,-18,0,4,-6,-2,0,-5
-3,-4,-5,-1,-4,0,0,-3
-2,-16,-12,-13,-3,-4,0,-2
3,20,17,19,12,15,4,0
-3,4,-17,-3,2,-2,-5,-10
-6,-17,-9,-10,12,3,-3,2
-5,0,-3,0,-1,-6,-4,-8
0,-1,0,-21,-13,-4,-2,-2
-9,-17,-14,-3,1,-1,-3,-6
-4,7,5,7,-2,-3,-4,-7
-7,5,14,-3,-5,0,-2,-1
