91,5,3,3,0,2,26,5,3,29
30,96,1,0,1,0,11,3,23,2
3,2,71,20,1,8,9,0,52,0
1,0,23,56,2,0,14,39,30,0
0,11,1,4,146,1,1,1,0,2
14,0,1,0,0,152,0,2,1,2
17,3,3,5,0,0,92,21,24,0
4,0,18,14,1,0,40,80,8,1
3,3,17,20,0,3,12,11,98,0
29,1,0,6,1,0,17,17,0,98
91,4,0,4,0,2,24,10,6,26
9,112,1,0,4,3,17,4,14,3
2,1,50,30,0,4,15,6,57,1
1,0,23,40,21,0,12,59,8,1
0,15,1,17,125,0,3,1,0,5
8,1,2,0,0,153,0,1,3,4
14,9,6,11,3,0,84,16,21,1
7,1,8,25,1,0,32,86,3,3
5,3,21,14,1,1,25,10,87,0
10,4,2,3,1,0,16,16,1,116
103,4,2,2,0,0,25,12,4,15
7,119,1,1,0,0,17,2,18,2
0,1,97,24,0,2,11,2,29,0
0,0,7,61,6,0,13,78,0,0
0,16,1,5,128,1,13,1,0,2
20,0,1,0,0,142,0,0,9,0
20,18,3,21,0,0,81,14,8,0
3,1,8,23,4,0,45,81,0,1
1,4,44,10,0,1,19,7,81,0
7,5,0,8,0,0,11,8,0,130
30,25,4,2,0,0,69,34,3,0
1,133,0,0,1,2,10,0,20,0
0,4,67,26,0,5,12,2,50,0
0,0,3,83,1,0,4,70,4,0
1,9,0,3,144,1,6,3,0,0
0,1,11,0,0,114,8,7,29,2
0,10,9,23,4,0,75,26,18,0
1,1,1,25,7,0,38,91,0,2
0,6,39,17,0,2,16,6,81,0
1,14,0,15,18,0,3,10,0,108
117,2,2,0,0,0,33,12,0,1
1,138,4,0,0,1,9,0,13,1
0,0,66,26,0,2,13,2,57,0
0,0,6,75,2,0,35,46,1,0
2,12,0,2,142,0,9,0,0,0
2,19,2,0,0,130,1,0,15,3
23,0,2,24,0,0,107,5,4,0
13,2,10,32,0,0,50,59,0,0
2,2,53,11,0,1,31,3,64,0
15,34,0,1,5,0,1,5,0,108
105,23,0,2,0,1,5,6,9,16
30,125,0,0,2,2,3,0,5,0
3,0,29,29,0,2,15,3,85,0
1,3,9,60,5,0,12,50,25,0
10,28,0,0,121,1,7,0,0,0
20,0,0,0,0,150,0,0,2,0
27,9,2,24,0,0,69,18,16,0
19,6,0,24,2,0,78,29,8,0
3,2,13,22,1,0,31,4,91,0
7,30,0,0,3,0,3,7,0,119
139,1,10,0,1,12,0,1,1,2
10,122,0,0,0,21,4,0,2,8
2,0,95,6,0,45,14,0,3,1
7,0,29,58,12,16,12,31,0,0
4,5,0,2,144,0,9,2,0,1
17,0,17,0,0,133,0,4,0,1
32,7,11,0,1,5,91,8,7,3
24,19,22,1,1,2,31,52,0,14
12,7,63,18,0,33,5,6,22,1
14,5,0,1,4,2,0,1,0,142
75,18,2,8,0,0,34,18,10,2
6,137,0,1,1,6,5,0,11,0
0,7,34,25,0,22,16,0,62,0
0,10,7,86,1,0,31,25,5,0
8,7,0,1,135,1,7,6,0,2
0,2,12,0,0,110,2,1,45,0
26,25,6,21,1,0,66,7,12,1
10,22,2,21,12,0,71,24,3,1
0,24,22,24,0,11,11,1,74,0
18,12,0,13,21,0,0,12,0,93
80,4,4,15,7,12,8,14,4,19
5,57,10,35,21,0,6,10,19,4
2,8,63,26,7,9,4,17,28,2
7,16,14,64,9,2,2,36,11,4
0,0,1,3,132,22,0,0,8,1
13,0,0,0,7,151,0,0,1,0
1,1,2,8,1,0,77,73,2,0
5,3,1,53,4,0,11,88,1,0
6,4,20,33,22,3,5,18,51,5
22,9,2,21,3,2,8,21,2,79
125,1,0,0,0,0,22,9,3,7
3,136,0,0,0,0,9,0,19,0
0,0,84,26,0,1,18,0,37,0
0,0,12,70,4,0,9,63,7,0
0,13,0,0,153,0,1,0,0,0
0,1,0,0,0,169,0,0,2,0
14,3,0,13,0,0,98,21,16,0
0,0,8,26,0,0,51,81,0,0
0,1,22,20,0,0,17,6,101,0
1,10,0,1,5,0,4,4,0,144
