-3,-5,-8,-3,3,0,-1,-1
-3,-5,-8,-3,3,0,-1,-1
-7,-4,-4,1,-2,-3,-1,-4
3,3,0,3,7,4,1,1
1,-1,-4,-2,0,-1,-2,-1
-1,-4,-12,-10,-8,-3,-1,-1
0,2,5,2,-2,-2,-3,0
-4,-4,-7,-10,-9,-7,-8,-5
0,-1,0,-3,-3,-3,-2,-1
-3,-4,-23,-26,-8,-3,-1,-2
2,-1,7,10,8,5,3,1
-1,0,-2,-5,-3,-6,-3,-1
-1,-3,-2,-3,-1,0,-3,1
1,1,10,8,-3,-2,0,2
3,4,8,6,4,5,2,1
-2,1,3,-1,-5,-4,-2,0
1,3,7,5,8,1,1,0
-1,0,2,3,5,2,-1,-3
0,1,7,4,2,0,-1,0
2,0,-7,-2,2,1,0,0
-3,-5,-11,-11,-9,-5,-4,-5
-3,-5,-11,-11,-9,-5,-4,-5
-3,-1,-2,-1,1,2,-1,0
-2,-2,-1,-3,-4,-2,-3,-2
-4,-4,-8,-10,-9,-8,-4,-3
1,-7,1,4,7,1,-1,-1
1,1,-1,0,-2,-3,-1,-1
2,2,5,2,-1,0,2,6
2,2,5,2,-1,0,2,6
-1,-1,3,0,-4,-4,-1,0
0,2,-2,1,-2,2,1,-2
-3,-4,3,-2,-1,-3,-2,-3
-2,-5,-3,3,1,-1,-3,-4
5,8,4,-1,-2,1,1,2
5,8,4,-1,-2,1,1,2
5,8,4,-1,-2,1,1,2
-11,-10,-17,-9,-3,-3,-3,-10
-58,-21,-1,-3,-1,-9,-28,-84
37,34,18,5,1,10,37,20
12,-2,-13,-7,-8,-8,-10,22
8,7,44,17,7,1,-16,9
35,4,1,-8,-4,-8,-10,103
-52,-10,7,0,-5,-19,-56,-128
-20,-16,-33,-30,-13,2,1,-6
18,9,-4,14,3,5,9,9
-8,2,0,0,6,2,-2,-2
6,-18,-26,-7,-4,8,42,75
6,-2,5,-3,4,1,1,-24
-24,-14,-32,-12,-8,-4,-17,-44
18,11,23,20,8,5,14,2
2,-1,-6,-3,4,-1,1,-3
-11,8,19,32,10,4,17,-46
18,11,14,2,-3,1,15,35
-6,-8,-7,3,0,-3,-8,2
39,11,3,-18,3,8,42,90
-9,-3,-8,-8,-2,-10,-37,-21
-4,0,-13,-7,-6,-5,-20,-55
29,9,13,30,13,11,19,50
-4,0,6,6,0,-3,1,-4
7,0,-11,-4,-3,0,-5,-5
-8,-5,-7,-13,-8,-10,-16,-29
-38,-5,10,0,-8,-12,-20,-50
-38,-5,10,0,-8,-12,-20,-50
3,-3,-5,-7,-9,-5,-5,6
12,5,11,-4,-2,3,14,30
-16,-3,-14,-9,0,-1,-6,-40
-24,-12,4,-15,-20,-13,-3,18
-24,-12,4,-15,-20,-13,-3,18
2,10,8,20,9,1,0,-8
-2,0,8,15,7,2,-11,-16
-12,-7,-15,-16,-8,-6,-25,-1
8,1,-4,-3,3,2,3,32
-1,-3,1,4,0,1,2,-2
0,2,0,-3,-1,1,1,0
0,-3,-13,-13,-4,-4,-6,-3
0,3,4,1,-1,0,-1,-2
-2,-1,-4,-1,0,0,-1,-1
-2,-1,-4,-1,0,0,-1,-1
-2,-2,0,3,2,-2,-3,-1
-1,-1,0,0,-3,0,-2,-2
1,1,6,4,-2,-2,-2,-2
-1,2,-1,-6,-2,-1,0,0
-1,0,-2,-1,-1,0,-1,4
-1,0,-2,-1,-1,0,-1,4
-3,-10,-13,-8,-3,-4,-1,-3
-2,0,0,0,3,-1,-2,-3
-11,-8,4,0,-1,-2,-6,-6
4,6,4,1,-3,0,-2,-1
3,-11,-6,-4,-2,-1,2,4
-5,-7,5,1,1,3,4,-1
-5,-7,5,1,1,3,4,-1
3,15,18,8,5,4,9,1
1,4,-1,-2,-4,-5,-3,1
0,-9,-2,-2,-3,-5,-10,-9
-7,-9,-12,-22,-8,-1,5,20
-16,-2,19,15,0,-8,-18,-23
-19,-18,-9,-10,-11,-9,-5,16
-2,7,-8,-1,1,-2,-8,-22
-16,-10,-11,-7,-5,-1,-6,-7
6,-1,-5,0,2,0,0,8
-1,-5,-25,3,-2,-2,-5,-15
-3,3,8,3,1,3,20,-4
-1,-6,-16,-12,-1,3,20,39
1,-7,-24,-29,-15,-9,-10,-7
-16,-2,6,-4,-9,-7,-28,-12
2,3,20,6,3,0,7,5
-5,-6,-14,2,0,0,-2,-22
5,6,14,20,8,3,-4,-4
5,6,14,20,8,3,-4,-4
-22,-5,-17,-13,-15,-12,-19,-38
-33,-12,-9,-2,-2,1,-5,-22
-1,-8,-32,-28,-14,-8,14,-8
27,6,15,8,2,2,8,28
9,-6,-4,-8,-4,0,20,32
-26,-2,6,1,7,0,-13,-30
8,9,15,16,13,7,7,12
8,12,19,31,12,5,3,-1
20,-1,0,-1,-1,-3,3,39
8,5,4,1,1,3,10,19
8,5,4,1,1,3,10,19
-1,11,29,54,21,9,21,10
-16,-15,-30,-25,-13,-8,-15,-24
4,-11,-22,-26,-3,1,4,6
17,6,29,16,0,-1,-13,-32
-25,-3,1,1,4,1,-5,-24
12,-11,18,39,7,3,30,14
-7,4,-4,0,0,2,1,-17
-1,1,14,15,3,1,1,3
-4,-5,-10,-8,-3,-6,-5,-4
-3,-1,-5,-6,-7,-1,-2,0
-3,-5,-13,-17,-4,-1,-2,-3
-3,-4,-4,0,0,0,2,-1
1,0,-1,2,-3,-3,-1,-1
-1,-1,3,1,-2,-2,-1,1
-2,-2,-10,5,4,0,1,-2
-3,0,2,6,1,0,-1,0
-1,-4,-4,-9,3,0,1,1
-2,0,3,0,-2,-4,-4,0
-1,-2,-3,-6,-3,-2,-3,-4
0,-2,1,1,1,1,-1,0
1,2,-2,-4,-1,-2,0,0
-1,1,9,8,-1,-1,0,-1
2,0,-6,-7,-5,-1,-2,1
-1,1,2,2,3,1,1,0
1,1,2,0,0,-2,-1,-2
1,1,2,0,0,-2,-1,-2
-3,-2,3,1,-6,-6,-2,-2
0,0,4,-2,2,1,0,-2
0,0,4,-2,2,1,0,-2
-3,-1,-7,-3,4,2,-4,-2
-3,-6,-9,-8,-1,2,0,-2
-2,1,2,3,-1,-1,-1,-2
1,-3,2,2,-2,0,0,1
0,-1,-2,-3,-5,-5,-1,-2
0,-1,-2,-3,-5,-5,-1,-2
-4,0,1,-3,-4,-3,-3,-6
-4,0,1,-3,-4,-3,-3,-6
-14,-4,-2,-2,-1,-6,-16,-35
-3,-4,3,-3,-4,-3,-2,0
-10,-2,-3,-3,2,4,1,4
-4,6,14,1,-2,-5,-13,-24
-4,6,14,1,-2,-5,-13,-24
4,4,-10,-4,-3,4,16,20
-60,-24,-7,2,-4,-13,-42,-86
-60,-24,-7,2,-4,-13,-42,-86
42,31,5,2,2,6,16,43
1,8,2,1,5,4,4,-9
1,8,2,1,5,4,4,-9
17,-2,-6,0,-3,2,12,31
-5,3,-3,6,0,-16,-46,-39
11,10,-7,-3,3,3,-11,-17
17,14,13,8,14,7,16,23
-18,-16,-33,-36,-13,-9,-8,13
-36,3,8,-4,-7,-2,-9,-51
3,-10,-24,-36,-21,-4,31,68
-15,-1,21,16,0,-3,-14,-12
-13,-9,-7,-2,-5,-6,-4,-17
-2,0,-7,-1,4,1,0,-5
-13,-8,-18,21,0,-6,-47,-108
14,2,-6,1,9,9,8,19
7,-11,-19,0,-3,0,20,-14
5,-10,20,35,11,4,21,46
18,22,8,7,15,11,-13,22
-23,-4,8,16,3,-2,-1,-50
-2,1,9,17,2,1,-10,-18
31,8,25,21,13,10,17,12
