130,5,1,2,0,0,5,7,3,11
20,122,1,1,1,0,4,0,10,5
6,1,96,1,0,1,11,10,36,2
3,4,9,97,1,0,6,36,6,3
0,4,0,5,144,0,0,4,1,5
1,0,1,0,0,161,0,0,1,1
5,2,6,1,0,0,125,11,11,2
6,0,4,3,0,0,22,122,3,4
0,4,35,4,2,4,9,2,97,1
7,4,1,3,2,1,1,2,0,145
115,7,5,1,0,2,9,4,3,18
9,125,2,1,0,3,4,3,13,4
3,1,106,7,0,2,14,4,27,0
2,1,10,110,4,0,6,24,0,8
4,3,0,0,151,0,1,1,2,1
4,0,8,0,0,144,0,0,6,3
10,2,3,4,1,0,122,10,10,1
6,1,4,13,0,2,35,95,3,5
1,5,39,2,0,2,15,7,87,0
13,1,0,4,0,3,3,3,0,139
137,4,0,0,0,2,5,3,3,10
7,141,0,0,2,2,5,1,4,2
8,0,106,2,0,3,7,6,32,0
1,0,8,125,5,0,0,20,0,6
5,1,0,2,149,2,1,1,0,2
0,1,1,0,0,162,0,0,1,0
7,4,15,6,0,1,111,16,2,1
12,0,12,8,0,0,18,112,1,1
1,7,33,1,0,8,1,0,107,0
8,5,0,1,0,2,2,1,0,147
146,0,0,0,0,0,5,3,7,3
9,141,0,2,0,3,1,1,6,1
2,0,88,8,0,0,15,2,49,0
1,0,7,134,4,0,4,14,1,0
2,1,0,3,155,0,0,0,0,2
7,0,0,0,0,152,0,0,5,1
19,1,13,5,0,0,103,11,10,1
23,2,10,33,0,0,49,45,2,0
0,2,22,1,2,3,3,1,124,0
10,6,0,4,4,0,0,0,0,142
136,1,0,0,0,0,11,6,4,6
3,143,0,2,1,2,2,0,7,4
3,0,104,3,0,0,13,9,32,0
1,0,5,120,4,0,1,32,1,1
1,0,0,13,147,0,0,2,0,0
0,0,5,1,0,154,0,0,5,0
5,0,4,2,0,1,110,36,2,3
12,0,11,10,0,0,37,92,2,0
1,1,32,3,0,1,11,5,104,0
5,0,0,2,6,1,0,1,0,151
5,10,2,4,0,5,5,68,3,62
1,132,1,1,0,2,5,5,5,12
0,2,76,17,0,3,7,23,32,4
0,3,22,27,3,0,7,61,18,24
0,13,0,3,135,0,3,5,2,2
0,4,2,3,0,152,0,1,2,1
1,2,2,7,0,0,66,75,5,5
2,0,12,10,0,0,15,109,5,11
0,12,36,22,0,1,6,17,64,0
2,10,1,1,0,4,0,5,0,143
148,0,1,0,0,0,4,4,4,3
5,149,0,1,0,2,1,0,5,1
0,0,135,1,0,0,9,5,14,0
0,0,1,125,4,0,6,28,1,0
0,0,0,1,161,0,0,1,0,0
1,0,0,0,0,163,0,0,1,0
0,0,1,1,0,0,142,18,1,0
1,0,2,14,0,0,37,109,1,0
1,0,26,3,0,3,9,0,116,0
4,3,1,2,0,1,0,0,0,155
127,3,0,2,0,5,9,6,8,4
5,145,0,2,1,5,1,0,1,4
3,1,93,14,0,1,10,6,36,0
1,0,3,150,6,0,1,3,0,1
2,0,0,5,155,0,0,0,0,1
0,0,0,0,0,161,0,0,1,3
21,6,7,2,1,1,96,16,12,1
21,3,13,38,0,7,25,46,7,4
0,2,31,4,1,3,13,4,100,0
9,5,0,2,1,5,0,2,0,142
75,4,9,2,2,1,12,5,6,48
10,108,4,3,11,0,7,2,7,12
5,14,64,5,8,2,11,10,33,12
8,29,15,34,5,0,14,29,11,20
5,17,3,2,99,25,0,2,6,4
8,0,6,1,2,147,0,0,1,0
14,1,6,4,0,0,91,24,2,21
5,7,10,20,1,0,29,65,5,22
3,30,33,9,12,7,8,5,41,10
16,13,15,4,1,0,1,2,5,109
152,1,1,0,0,1,2,3,2,2
8,148,0,0,0,2,0,1,4,1
2,0,136,0,0,0,9,3,14,0
1,0,1,135,4,0,0,22,0,2
2,0,0,0,161,0,0,0,0,0
0,0,1,0,0,164,0,0,0,0
3,0,0,1,0,0,147,11,1,0
4,0,2,9,0,0,23,126,0,0
0,1,28,0,0,0,3,1,125,0
0,0,0,0,0,4,0,0,0,162
