92.0,2.0,4.0,2.0,0.0,15.0,2.0,5.0,5.0,23.0
22.0,64.0,7.0,15.0,17.0,4.0,8.0,0.0,11.0,2.0
19.0,0.0,51.0,41.0,0.0,8.0,9.0,14.0,7.0,1.0
1.0,0.0,2.0,107.0,1.0,0.0,1.0,20.0,1.0,19.0
6.0,0.0,0.0,15.0,108.0,1.0,5.0,2.0,3.0,4.0
5.0,0.0,1.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0
11.0,1.0,16.0,37.0,0.0,1.0,42.0,29.0,5.0,9.0
22.0,1.0,2.0,58.0,0.0,0.0,0.0,45.0,6.0,17.0
15.0,4.0,45.0,24.0,0.0,6.0,14.0,4.0,38.0,0.0
3.0,0.0,0.0,12.0,0.0,20.0,2.0,3.0,0.0,113.0
83.0,2.0,0.0,5.0,0.0,16.0,1.0,8.0,8.0,27.0
13.0,97.0,0.0,12.0,8.0,0.0,2.0,0.0,17.0,1.0
17.0,5.0,61.0,22.0,0.0,10.0,2.0,7.0,23.0,3.0
3.0,8.0,0.0,108.0,4.0,0.0,2.0,6.0,0.0,21.0
2.0,9.0,0.0,4.0,118.0,1.0,2.0,3.0,4.0,1.0
0.0,0.0,1.0,0.0,0.0,149.0,0.0,0.0,1.0,0.0
17.0,8.0,2.0,43.0,0.0,5.0,28.0,31.0,13.0,4.0
18.0,2.0,2.0,50.0,1.0,9.0,1.0,47.0,6.0,15.0
14.0,4.0,34.0,6.0,0.0,7.0,6.0,0.0,77.0,2.0
0.0,3.0,1.0,6.0,0.0,22.0,0.0,1.0,0.0,120.0
106.0,1.0,0.0,2.0,0.0,13.0,1.0,3.0,9.0,15.0
12.0,96.0,1.0,4.0,12.0,0.0,8.0,0.0,16.0,1.0
15.0,1.0,71.0,21.0,0.0,6.0,1.0,5.0,27.0,3.0
6.0,0.0,0.0,112.0,6.0,0.0,0.0,8.0,0.0,20.0
8.0,1.0,0.0,1.0,123.0,2.0,2.0,2.0,0.0,5.0
2.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,1.0,1.0
12.0,4.0,8.0,29.0,1.0,0.0,36.0,48.0,5.0,8.0
18.0,5.0,1.0,50.0,0.0,5.0,2.0,63.0,4.0,3.0
15.0,6.0,37.0,4.0,0.0,2.0,0.0,4.0,81.0,1.0
4.0,1.0,0.0,6.0,0.0,15.0,0.0,3.0,6.0,118.0
130.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,3.0
18.0,104.0,0.0,8.0,5.0,4.0,1.0,1.0,6.0,3.0
11.0,3.0,78.0,23.0,0.0,7.0,5.0,3.0,19.0,1.0
12.0,7.0,0.0,117.0,2.0,0.0,0.0,8.0,1.0,5.0
22.0,3.0,0.0,2.0,117.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,4.0,0.0
21.0,4.0,13.0,19.0,0.0,0.0,59.0,19.0,13.0,3.0
28.0,7.0,11.0,75.0,1.0,2.0,11.0,7.0,8.0,1.0
15.0,1.0,54.0,8.0,0.0,6.0,9.0,0.0,57.0,0.0
4.0,1.0,0.0,5.0,1.0,22.0,0.0,3.0,0.0,117.0
112.0,0.0,1.0,0.0,0.0,11.0,3.0,11.0,0.0,12.0
2.0,123.0,0.0,4.0,1.0,0.0,5.0,1.0,6.0,8.0
7.0,2.0,58.0,16.0,0.0,9.0,2.0,19.0,27.0,10.0
2.0,0.0,0.0,109.0,0.0,0.0,3.0,15.0,0.0,23.0
16.0,0.0,0.0,2.0,117.0,0.0,1.0,0.0,0.0,8.0
0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,2.0,1.0
7.0,2.0,10.0,19.0,0.0,0.0,66.0,43.0,3.0,1.0
18.0,1.0,3.0,55.0,0.0,0.0,5.0,61.0,0.0,8.0
9.0,0.0,38.0,3.0,0.0,4.0,6.0,2.0,88.0,0.0
9.0,2.0,1.0,4.0,0.0,5.0,0.0,3.0,1.0,128.0
110.0,7.0,1.0,0.0,0.0,23.0,0.0,2.0,0.0,7.0
12.0,129.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,4.0
16.0,1.0,88.0,8.0,1.0,11.0,3.0,4.0,13.0,5.0
18.0,2.0,1.0,95.0,1.0,0.0,0.0,11.0,1.0,23.0
6.0,12.0,0.0,4.0,120.0,0.0,1.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0
29.0,2.0,13.0,26.0,1.0,0.0,49.0,21.0,4.0,6.0
28.0,1.0,9.0,55.0,0.0,4.0,6.0,33.0,1.0,14.0
12.0,0.0,38.0,5.0,0.0,13.0,8.0,3.0,70.0,1.0
1.0,2.0,0.0,4.0,0.0,22.0,0.0,1.0,0.0,123.0
96.0,0.0,0.0,0.0,1.0,29.0,3.0,5.0,1.0,15.0
2.0,83.0,1.0,2.0,11.0,0.0,15.0,1.0,34.0,1.0
0.0,1.0,55.0,11.0,0.0,21.0,3.0,15.0,41.0,3.0
2.0,0.0,0.0,115.0,3.0,0.0,0.0,23.0,0.0,9.0
0.0,2.0,0.0,0.0,133.0,2.0,2.0,2.0,2.0,1.0
0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,1.0,0.0
0.0,8.0,1.0,24.0,2.0,1.0,81.0,25.0,8.0,1.0
2.0,0.0,0.0,38.0,0.0,9.0,1.0,84.0,17.0,0.0
0.0,0.0,26.0,0.0,0.0,19.0,2.0,4.0,98.0,1.0
0.0,0.0,0.0,0.0,1.0,23.0,0.0,1.0,0.0,128.0
122.0,1.0,5.0,0.0,0.0,14.0,2.0,0.0,6.0,0.0
23.0,110.0,0.0,0.0,0.0,6.0,3.0,0.0,8.0,0.0
15.0,2.0,100.0,0.0,0.0,4.0,3.0,1.0,25.0,0.0
44.0,36.0,39.0,1.0,4.0,13.0,2.0,1.0,12.0,0.0
24.0,69.0,0.0,0.0,43.0,4.0,0.0,0.0,0.0,4.0
0.0,0.0,6.0,0.0,0.0,117.0,0.0,0.0,28.0,0.0
48.0,5.0,27.0,0.0,0.0,0.0,55.0,1.0,15.0,0.0
37.0,0.0,59.0,0.0,0.0,1.0,34.0,3.0,17.0,0.0
9.0,2.0,57.0,0.0,0.0,4.0,3.0,0.0,75.0,0.0
37.0,59.0,2.0,0.0,17.0,19.0,0.0,0.0,2.0,17.0
59.0,5.0,19.0,9.0,3.0,22.0,6.0,5.0,1.0,21.0
20.0,21.0,50.0,6.0,21.0,1.0,12.0,4.0,4.0,11.0
19.0,17.0,42.0,6.0,31.0,21.0,3.0,3.0,2.0,6.0
23.0,15.0,30.0,18.0,4.0,1.0,29.0,11.0,4.0,17.0
18.0,7.0,24.0,2.0,56.0,30.0,0.0,0.0,4.0,3.0
0.0,0.0,0.0,0.0,3.0,148.0,0.0,0.0,0.0,0.0
12.0,4.0,20.0,5.0,6.0,0.0,68.0,24.0,2.0,10.0
10.0,10.0,41.0,23.0,3.0,6.0,16.0,22.0,6.0,14.0
10.0,9.0,37.0,4.0,47.0,25.0,2.0,3.0,4.0,9.0
34.0,10.0,26.0,12.0,12.0,10.0,4.0,2.0,2.0,41.0
123.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,3.0
3.0,129.0,0.0,2.0,2.0,0.0,3.0,0.0,8.0,3.0
11.0,0.0,90.0,10.0,0.0,7.0,1.0,13.0,17.0,1.0
9.0,1.0,0.0,118.0,0.0,0.0,0.0,12.0,0.0,12.0
15.0,1.0,0.0,0.0,127.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0
9.0,1.0,13.0,28.0,0.0,0.0,58.0,35.0,4.0,3.0
19.0,0.0,0.0,62.0,0.0,1.0,1.0,63.0,4.0,1.0
7.0,0.0,39.0,1.0,0.0,5.0,2.0,2.0,93.0,1.0
0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,129.0
