-5,0,0,-3,-3,-3,-6,-1
-1,-1,-10,5,3,3,-9,0
1,-9,-5,8,5,11,13,0
-12,-13,-18,-6,-7,2,13,1
2,1,13,-6,-2,0,6,1
9,11,14,-2,-3,-7,-10,1
0,3,0,4,1,-3,-6,-3
0,4,1,5,0,-7,0,-4
-2,-5,-16,-10,1,8,-5,0
-2,-2,0,13,5,1,-10,0
-6,-14,-6,-2,-2,3,24,1
5,4,15,1,0,5,-1,4
0,15,-5,-4,-8,-15,-5,-4
-1,0,0,-5,-3,-11,-11,-2
2,5,10,-11,-4,8,1,-1
0,-6,3,0,-2,-2,-10,-1
-1,-16,-22,8,9,1,0,2
-7,-9,-6,-6,-3,-5,15,-4
-7,-3,-2,5,-4,-11,-24,-8
-5,-6,-5,-19,-3,-4,-7,-1
7,6,24,0,-1,-2,16,4
-9,-8,-13,7,17,-1,-11,3
18,18,8,-5,-13,9,16,3
-8,-26,5,3,-2,-4,-7,0
-10,19,-16,4,7,16,18,-1
-13,1,6,-11,-10,-8,-1,-5
-5,-2,19,-12,-4,-21,-33,-9
-6,-23,-40,31,14,-67,-38,-16
14,31,6,-12,0,63,8,20
10,5,3,-3,-13,53,48,11
-3,-29,-6,14,2,0,75,23
8,24,16,-9,-11,0,4,-12
-4,21,10,-13,-11,-67,-113,-43
0,-10,-9,-25,-16,12,15,6
-1,1,-3,23,6,10,4,3
-2,-3,15,-10,-8,-19,-27,13
-6,-17,-20,10,2,-25,73,31
-3,-16,24,-6,4,27,-32,-29
-8,-3,37,-19,-27,-41,0,-13
3,15,-74,21,51,78,44,22
13,-9,20,24,5,-20,-104,-55
-2,-2,-23,12,-16,-31,24,16
1,31,10,12,25,37,-72,13
-5,-31,38,-26,-39,11,41,22
12,36,21,3,6,52,123,12
17,3,-69,-9,18,-109,-44,0
-11,-35,-7,14,7,-43,-80,-24
58,127,34,-5,16,111,-33,-1
-16,-44,-8,-27,-47,-72,35,37
12,-3,45,1,-11,10,66,8
-24,-33,-43,5,32,31,48,-7
-2,5,2,42,6,-119,-38,9
1,-32,-26,-19,-14,-13,-66,-50
-35,-13,15,10,18,9,-71,-26
26,17,-6,-4,-24,-30,-47,36
-19,-93,-14,-10,10,96,90,-17
1,70,46,21,12,-15,47,-32
21,43,-3,-13,-20,-11,-23,-13
-34,-38,5,-5,-2,-93,-23,-18
-37,-24,-65,-17,-9,24,-83,14
27,-19,42,-21,-10,13,83,40
-43,-83,-57,-8,10,14,-22,-14
62,115,-1,-1,10,51,52,-15
-22,-46,71,13,-26,-101,-73,-17
-20,-4,-60,17,34,60,-30,-15
20,-19,22,-35,-34,-76,41,42
36,76,33,11,5,58,-49,-9
-12,-69,-4,-13,-11,10,38,-25
3,43,25,-35,-15,-45,-20,17
6,-22,28,56,36,78,43,-3
-79,-116,-89,-10,17,-1,25,-17
62,106,30,29,10,33,-15,36
4,-57,-37,-18,-24,-57,-20,-8
-9,32,26,-14,-6,-29,-69,0
-20,20,54,-4,-24,-34,-74,-70
35,28,-11,-26,5,50,106,51
-41,-115,-62,24,35,94,-72,0
8,26,-10,27,23,81,89,11
46,30,27,4,-17,-78,-12,6
-29,1,-19,-21,-16,-115,-98,-31
13,70,41,5,-18,-4,-20,10
-4,-10,0,23,11,-29,-1,12
-44,-79,-44,-40,-11,49,3,15
17,45,21,1,-16,-29,52,-1
11,-44,-33,-37,14,15,-17,16
-14,19,-7,9,-6,-41,23,-23
30,38,18,5,-4,-32,8,17
-6,-20,1,-19,-4,118,40,-7
-22,-49,8,31,9,17,-10,-12
-18,-10,-24,-51,-28,-9,10,-2
21,-10,15,21,18,50,17,20
4,21,-39,-1,-9,-85,14,-8
-16,-23,23,22,-9,-21,4,5
13,9,-22,-21,8,27,-90,-35
-25,-19,-28,-5,-10,34,89,-3
-12,-21,7,2,11,-12,-21,-18
-19,13,21,15,4,-13,-7,6
17,-24,12,-12,-11,10,17,17
-15,28,8,-4,10,23,-28,-7
42,24,26,14,2,14,14,15
5,18,-21,-8,6,-61,14,2
-10,3,24,7,2,14,-49,-5
-14,-16,-35,6,15,20,-17,1
-11,13,14,0,2,-22,-7,-5
2,16,-8,-17,-12,7,10,6
-1,2,-16,19,14,-13,-12,-20
9,5,19,3,-18,-8,4,12
-9,-15,-14,-9,-5,-17,-17,-4
-1,-15,-8,9,15,29,14,-4
0,7,17,1,-8,20,20,-18
7,-9,-11,-6,-2,-16,17,11
-17,-17,-9,-5,2,-11,-18,-15
2,3,-5,11,-1,10,-3,2
12,11,29,-8,-9,-14,-6,22
4,-17,-16,-14,0,-10,5,19
-19,-20,-5,-5,-2,-4,-13,-26
11,21,-46,1,0,4,-2,-8
1,0,18,-4,-7,-6,-4,13
7,5,40,8,1,-4,15,-13
-8,17,45,11,5,9,-24,-2
-3,-40,23,-3,-3,2,14,-4
-4,-34,-110,-30,-11,-10,-2,8
4,-4,-34,-10,-8,-6,2,26
14,58,81,22,15,1,2,-5
-2,-5,44,18,-3,4,-14,3
4,-18,5,4,4,1,2,-6
-5,-9,-76,-16,-4,-7,-20,-22
-21,-39,-67,-10,-2,8,26,4
8,3,28,-1,-9,-7,-5,6
0,-6,7,3,5,6,-1,5
2,-18,-18,-21,-7,-5,-9,-2
-1,-2,-1,2,-7,-7,-3,-16
-9,-8,-40,-1,4,0,-28,-9
3,22,-54,-28,-11,-6,19,18
6,-9,-70,-7,-2,4,14,12
-9,13,44,6,3,1,-2,-7
-5,41,71,15,-5,-10,-5,-35
5,89,127,61,7,-15,9,22
8,52,-67,1,7,8,22,8
5,56,55,7,1,5,-11,5
8,66,-33,6,6,9,-1,11
-15,-46,10,-10,-11,-6,-13,26
-25,-46,63,10,-3,-2,3,-82
3,-84,-113,-7,-9,-9,-27,23
6,-48,-105,-46,-5,3,18,21
-23,-3,-20,4,10,-2,14,-36
4,-12,23,-1,0,10,-2,-26
9,-18,-36,-19,-1,2,-8,-11
-3,-17,36,-20,-17,-12,-31,4
2,-34,-71,17,10,2,9,20
10,28,127,25,5,0,-4,27
-10,-14,-52,-6,-7,-3,-3,-23
1,-8,43,8,1,2,6,8
-1,0,0,-6,-6,5,-12,-11
-9,-1,9,-4,-5,-10,-25,-3
1,-12,0,-9,1,1,23,10
-8,-9,-51,-5,1,-1,15,3
3,10,11,-6,2,5,-7,-26
1,11,-14,-6,-7,-7,-9,14
-2,-6,3,-5,0,-1,1,33
8,18,31,8,0,-5,-1,3
8,17,30,-1,-2,6,3,-38
1,1,-5,16,8,2,0,23
-12,-19,-31,-14,-10,-3,3,-13
-10,-34,-33,-2,-3,-3,3,-3
12,26,2,2,-5,-4,-12,5
-3,-18,-51,-9,3,1,2,9
-4,-2,-31,-7,4,-1,3,-1
-1,27,99,2,-12,1,-4,-26
4,-24,7,7,7,-3,-8,2
8,49,27,0,-12,-3,14,12
-1,-7,-10,3,9,-1,2,3
-3,-1,-35,-9,-1,1,-4,-1
-11,-13,-17,-14,-4,1,0,-5
-2,-17,-10,3,0,-9,-11,0
-2,-7,15,3,0,12,6,-1
-1,-6,-33,-3,7,-5,1,24
3,11,-2,-3,11,5,0,-5
1,-10,12,7,-6,-5,-6,-17
-9,4,26,2,-1,-1,5,-20
3,-5,-14,9,6,1,-20,-10
-1,8,-7,-13,-10,0,13,16
4,-1,0,-1,29,8,2,30
-2,-2,14,1,-41,-15,-1,1
3,13,-3,5,12,18,4,1
-3,2,-14,0,0,-2,-7,-13
-5,-10,5,-10,-8,-3,-4,-10
1,-6,6,1,10,1,-6,-5
-2,1,-15,-3,-4,-5,14,7
-3,4,7,-2,-5,-6,-8,0
-1,-12,-20,-1,8,5,6,-7
-5,0,6,-9,-17,-6,-10,2
3,-3,-4,-2,-6,-8,5,-5
1,-3,2,0,8,3,-3,-2
-2,-1,1,-6,-11,-7,-3,2
-2,-7,2,0,6,1,-5,8
2,8,-3,-2,-4,-4,2,0
-3,-13,11,1,-5,-2,2,-1
-6,-5,6,-1,-2,-3,2,-2
5,1,-5,3,8,5,0,13
-4,-4,-16,2,0,-1,4,-25
-4,-10,-3,0,2,-7,-23,-5
7,14,6,-6,-8,0,7,7
-3,-3,2,1,2,-4,-1,0
-4,-7,-8,-1,-1,6,1,-1
4,11,-6,11,1,2,4,6
-5,-27,0,-5,-6,-5,-10,-5
1,10,-5,-2,12,3,4,-1
-2,1,2,-10,-15,-6,-8,-12
-1,12,-1,-5,-3,-2,0,-5
-2,-10,-10,4,0,2,1,0
2,-4,-1,3,6,-2,-3,-3
0,-1,5,-5,-2,-3,1,5
1,-4,10,1,-2,0,-1,-13
-3,7,-4,1,3,0,-6,6
6,7,3,-3,-3,-1,15,28
-11,-26,-18,2,2,-2,0,-48
-3,4,-16,-6,-1,3,-3,1
-5,-20,8,-2,0,-4,-6,7
-3,3,0,4,-1,-1,-2,-19
1,-2,3,-4,0,-2,-5,3
9,9,1,3,2,2,6,15
-4,2,2,-2,-5,-1,8,3
0,5,-14,0,2,1,3,14
-2,15,19,3,-4,-1,-4,-13
-3,-6,-1,-5,-3,-8,-5,-3
-4,4,0,-2,-3,0,-4,-28
-3,-25,-15,-3,-3,1,-1,9
1,18,7,-1,3,1,-2,10
-1,6,-1,5,-1,-3,0,9
5,-8,-25,0,-1,-5,-2,36
-8,9,23,2,1,-2,-5,-71
1,-7,-6,4,2,-1,-2,7
-4,-12,13,-7,-12,-1,3,3
-2,1,-4,-6,-1,0,0,10
2,6,-17,-5,-4,-2,-4,-2
-5,-7,3,1,-1,-6,-6,7
0,5,7,0,0,0,7,4
2,8,-5,-1,-2,2,3,-12
-2,-3,4,-3,-5,-1,-8,-11
-1,-2,-5,1,-2,1,0,1
2,-5,4,-3,0,1,5,7
-1,0,-6,7,3,-6,-9,-15
1,-1,-6,3,2,-2,16,19
0,-10,-3,4,3,4,4,16
-2,-11,-5,0,6,0,-6,-11
4,16,9,-11,-19,-3,-2,14
-5,-10,-13,1,2,0,-4,-30
1,8,4,1,-2,-1,-3,-5
-2,0,5,4,2,3,1,-9
0,-19,-6,1,3,0,-5,16
4,15,12,-1,-3,0,5,6
-8,-27,-13,-4,-1,-1,-1,-2
1,8,-3,0,1,0,0,6
0,18,4,0,0,-2,-3,-8
-1,-4,-5,-1,1,0,3,-6
0,5,-3,-2,-2,-1,-2,8
0,-12,-5,2,2,-1,3,8
-5,-5,11,-8,-3,-1,-3,-27
1,-2,-8,5,6,4,-3,28
0,0,-7,-7,-6,-3,-3,-27
-3,-4,5,-3,-4,-3,10,3
0,5,-2,5,4,1,-1,-9
0,2,3,-1,-3,-1,-2,0
-6,-11,-12,-2,-4,-2,-3,4
4,6,14,3,0,2,-3,-7
3,-8,-5,1,-1,-1,0,23
1,2,1,-5,-3,1,1,-1
-2,-7,4,0,0,-3,-15,-11
-5,-7,-4,-8,-5,-2,7,-3
3,23,4,4,5,2,-13,8
2,0,-9,1,-1,0,11,-30
-6,-21,-6,2,0,-1,2,5
-6,-3,-4,1,4,4,-7,-7
4,-5,-1,-9,-7,-4,-2,25
-1,0,-4,1,1,-2,1,-6
6,24,24,8,0,1,0,10
0,-3,3,-5,-2,-6,-4,-20
-5,-10,-4,1,1,5,2,7
-3,-6,-7,-9,-5,-4,-5,6
-3,1,-15,-1,0,0,5,-13
0,1,3,7,-1,-7,-8,7
3,2,2,-6,-5,-3,1,2
-6,-5,-2,-3,0,1,0,-35
-1,0,-5,-3,0,2,2,5
2,1,1,-8,-3,-4,-4,11
1,-4,-4,-1,-4,3,3,-16
-3,-1,-2,8,4,-1,-3,-1
0,-4,3,1,0,-1,-3,-1
0,1,-8,-9,-4,1,3,0
-3,-3,-5,-8,-3,0,-4,-1
-2,-2,7,-15,-3,0,0,0
-1,0,-3,11,2,-10,-11,-4
0,-1,6,-1,-3,0,-9,-2
0,3,-3,3,3,7,13,1
0,-3,-8,-3,-1,11,23,3
-4,-16,-6,-3,2,0,0,-1
-1,11,8,-2,-3,-7,-4,-2
-2,-8,-9,-6,-4,-2,-16,-3
-1,0,-1,5,0,-8,-11,-3
0,-4,-1,-1,-2,-4,13,0
-3,-2,3,9,0,3,1,-3
0,-1,-1,-7,-2,-1,-4,-2
0,-4,-1,-1,-2,5,-5,1
1,6,2,-9,-5,0,5,1
2,1,4,-8,-1,-2,4,2
-3,-3,-3,4,0,3,7,-1
-3,-8,-7,5,0,1,-10,-4
1,8,12,-20,-1,1,-5,-5
-4,-4,-12,16,6,2,14,0
-1,-4,-5,1,1,-6,-15,-1
-5,-2,0,3,-1,-35,-19,-4
1,0,-2,4,-1,19,-3,-1
-2,-3,-6,-21,-11,26,5,-1
4,-1,10,-15,7,13,37,11
2,1,11,7,-1,-10,-2,2
0,14,-7,1,-1,-47,-20,-5
-7,-4,-1,1,-2,-28,-33,-16
-12,-25,-15,2,2,29,-66,-11
2,-6,-4,-18,-29,8,23,7
7,14,-2,10,11,54,107,11
-1,4,12,1,-1,-38,-40,5
6,2,-7,-18,-29,-26,-37,13
-12,-4,24,20,28,7,16,-34
-26,-43,-45,-4,20,99,-77,-20
3,16,8,-3,-21,-77,127,7
27,60,17,-2,-4,31,-24,22
-16,-28,-31,-23,-22,-95,-99,-8
13,32,18,16,4,15,76,6
-19,-28,-14,-15,-16,-81,-125,-39
-6,-25,-1,8,17,88,125,-1
18,28,12,11,13,95,-14,23
-5,-13,-9,-2,-12,-114,16,20
1,6,11,-5,12,127,14,-3
7,-43,-7,10,-20,-128,59,7
-8,25,5,20,23,28,-35,-6
-11,-68,10,-33,-32,-75,-63,-10
12,63,-10,38,15,-7,8,2
-36,-45,-17,-28,-24,-8,-38,-22
5,-10,-21,-1,21,11,53,5
29,34,40,-6,12,61,74,26
-8,-12,6,-2,-54,-60,-67,-20
-9,10,-44,-4,6,106,-30,4
5,-11,2,-20,-16,-28,0,5
-11,-11,-5,1,15,127,34,3
-29,-110,-10,-2,20,-70,-33,9
21,51,28,29,16,-46,-61,-20
-5,-79,-11,7,-10,-28,-48,39
-3,104,71,11,7,14,53,-47
41,81,2,-9,4,22,41,19
-32,-13,-3,20,12,-45,-80,-19
-36,-77,-46,-1,12,18,23,1
47,64,17,4,-2,8,11,4
-20,3,-16,-21,6,-30,9,1
-11,-42,-15,-22,-8,54,-18,-3
16,16,39,-10,-31,-43,69,2
-26,-108,-54,15,6,-37,-21,-3
5,49,20,20,15,63,26,30
48,122,28,-37,-12,4,32,-4
-23,-32,9,29,13,17,-14,-11
-24,-79,-69,-18,-10,-69,-104,-1
-5,-42,-15,0,20,102,-4,-17
-9,-32,-5,-9,-11,-50,93,25
22,116,36,-6,-5,14,-44,-19
4,-5,2,20,1,-72,-17,-4
-5,-42,-33,-49,-21,-17,-66,-7
-17,-72,-6,43,32,73,73,29
25,61,21,21,3,4,70,-21
-8,-2,-5,-13,-16,-24,-45,4
0,-12,-5,-5,-3,-5,-11,4
5,-6,4,2,-6,-28,-8,-28
0,28,-3,-22,-7,-8,-2,19
13,19,0,6,2,19,-6,6
11,10,28,9,3,31,-17,-3
4,24,2,1,13,44,32,5
6,-40,-27,3,1,-26,2,3
-26,-12,3,-27,-19,19,-36,-4
36,50,25,26,11,9,27,19
-6,-33,6,5,-6,-15,-1,-10
-21,-70,-27,-18,-2,26,-27,-6
-3,6,-27,-9,-2,-22,-3,-1
-1,45,3,9,2,13,7,-11
-8,1,-5,7,-4,-45,-43,-6
8,28,28,-5,-10,28,17,2
-4,-14,-16,5,4,13,-7,-2
-16,-28,-11,-5,-3,-45,15,-11
6,39,9,-3,7,35,-36,-5
3,0,-9,-12,-11,-24,-16,6
7,19,13,6,-1,11,32,1
-3,-9,-3,2,0,8,20,13
-3,-8,7,-4,-2,-38,-5,-3
-1,9,-13,-5,-4,-6,-19,1
3,16,6,1,2,11,-11,-16
-7,-17,-14,-3,-3,-12,7,-22
5,8,3,-11,-3,-2,-10,13
0,6,-7,1,1,15,4,-6
3,3,15,10,1,-11,-5,4
-3,-18,7,8,4,5,11,14
1,16,-12,1,-4,-7,-10,-8
3,24,26,6,3,1,9,-1
0,13,4,-10,-2,-10,-6,-1
-1,-12,-13,-9,-3,7,-3,-1
-3,-23,-51,-5,-3,1,-4,8
7,20,15,-4,-2,-14,1,10
-9,-3,36,8,0,-3,-21,-10
-6,-9,13,7,-2,12,12,-59
-3,7,-6,-4,-5,-16,-7,8
0,-22,-16,-2,5,2,0,-1
6,7,1,-7,-8,-1,2,31
-3,4,-12,-15,-1,0,15,-7
0,-8,-11,-4,-3,-7,-2,2
-11,76,24,9,1,-1,-12,-23
2,52,-76,-5,1,1,-11,-15
-2,24,19,-5,-5,-5,1,14
1,11,-18,5,-1,0,-3,-8
-3,-35,69,-11,2,4,-11,5
2,-15,-38,15,1,-3,5,27
-6,-2,-37,3,-3,0,7,-20
5,16,123,15,2,-2,-6,-11
-3,-48,-59,14,4,8,19,12
3,-2,24,-3,-6,-7,-5,-7
0,-58,-97,-42,-13,-4,-3,33
-10,-21,-13,7,7,3,2,-21
-18,-27,-28,-10,-17,-8,-7,-34
5,-14,24,-2,7,2,-2,-4
2,-6,-25,4,3,8,-4,25
4,0,10,-20,-8,-14,0,19
6,-6,-28,-8,1,4,-11,4
-16,-17,-6,8,4,0,8,-42
6,2,26,-8,-3,-1,-21,1
